gm,gemeente,party,votes
GM0377,Bloemendaal,"AWP voor water, klimaat en natuur",100
GM0377,Bloemendaal,BBB,943
GM0377,Bloemendaal,Belang van Nederland (BVNL),116
GM0377,Bloemendaal,CDA,676
GM0377,Bloemendaal,CODE ORANJE,14
GM0377,Bloemendaal,ChristenUnie,251
GM0377,Bloemendaal,D66,1686
GM0377,Bloemendaal,DENK,23
GM0377,Bloemendaal,Forum voor Democratie,278
GM0377,Bloemendaal,GROENLINKS,1243
GM0377,Bloemendaal,JA21,637
GM0377,Bloemendaal,Namens Noord-Hollanders.,17
GM0377,Bloemendaal,Nederland met een PLAN (S.V.P.),22
GM0377,Bloemendaal,Onafhankelijke Politiek-NH OPNH,65
GM0377,Bloemendaal,PVV (Partij voor de Vrijheid),306
GM0377,Bloemendaal,Partij van de Arbeid (P.v.d.A.),1018
GM0377,Bloemendaal,Partij voor de Dieren,886
GM0377,Bloemendaal,Piratenpartij,29
GM0377,Bloemendaal,SP (Socialistische Partij),209
GM0377,Bloemendaal,VVD,3152
GM0377,Bloemendaal,Volt,815
GM0383,Castricum,50PLUS,692
GM0383,Castricum,"AWP voor water, klimaat en natuur",235
GM0383,Castricum,BBB,2939
GM0383,Castricum,Belang van Nederland (BVNL),219
GM0383,Castricum,CDA,1110
GM0383,Castricum,CODE ORANJE,99
GM0383,Castricum,ChristenUnie,271
GM0383,Castricum,D66,1507
GM0383,Castricum,DENK,43
GM0383,Castricum,Forum voor Democratie,689
GM0383,Castricum,GROENLINKS,2262
GM0383,Castricum,JA21,1179
GM0383,Castricum,JEZUS LEEFT,27
GM0383,Castricum,Namens Noord-Hollanders.,45
GM0383,Castricum,Nederland met een PLAN (S.V.P.),78
GM0383,Castricum,Onafhankelijke Politiek-NH OPNH,554
GM0383,Castricum,PVV (Partij voor de Vrijheid),701
GM0383,Castricum,Partij van de Arbeid (P.v.d.A.),2007
GM0383,Castricum,Partij voor de Dieren,1386
GM0383,Castricum,Piratenpartij,80
GM0383,Castricum,SP (Socialistische Partij),537
GM0383,Castricum,VVD,2920
GM0383,Castricum,Volt,625
GM0384,Diemen,50PLUS,351
GM0384,Diemen,"AWP voor water, klimaat en natuur",105
GM0384,Diemen,BBB,1009
GM0384,Diemen,Belang van Nederland (BVNL),122
GM0384,Diemen,CDA,250
GM0384,Diemen,CODE ORANJE,50
GM0384,Diemen,ChristenUnie,210
GM0384,Diemen,D66,808
GM0384,Diemen,DENK,150
GM0384,Diemen,Forum voor Democratie,351
GM0384,Diemen,GROENLINKS,1719
GM0384,Diemen,JA21,540
GM0384,Diemen,Namens Noord-Hollanders.,27
GM0384,Diemen,Nederland met een PLAN (S.V.P.),36
GM0384,Diemen,Onafhankelijke Politiek-NH OPNH,132
GM0384,Diemen,PVV (Partij voor de Vrijheid),494
GM0384,Diemen,Partij van de Arbeid (P.v.d.A.),1531
GM0384,Diemen,Partij voor de Dieren,877
GM0384,Diemen,Piratenpartij,68
GM0384,Diemen,SP (Socialistische Partij),422
GM0384,Diemen,VVD,1229
GM0384,Diemen,Volt,587
GM0385,Edam-Volendam,50PLUS,466
GM0385,Edam-Volendam,"AWP voor water, klimaat en natuur",84
GM0385,Edam-Volendam,BBB,4446
GM0385,Edam-Volendam,Belang van Nederland (BVNL),1456
GM0385,Edam-Volendam,CDA,1215
GM0385,Edam-Volendam,CODE ORANJE,62
GM0385,Edam-Volendam,ChristenUnie,168
GM0385,Edam-Volendam,D66,509
GM0385,Edam-Volendam,DENK,32
GM0385,Edam-Volendam,Forum voor Democratie,1139
GM0385,Edam-Volendam,GROENLINKS,1187
GM0385,Edam-Volendam,JA21,2508
GM0385,Edam-Volendam,JEZUS LEEFT,23
GM0385,Edam-Volendam,Namens Noord-Hollanders.,33
GM0385,Edam-Volendam,Nederland met een PLAN (S.V.P.),41
GM0385,Edam-Volendam,Onafhankelijke Politiek-NH OPNH,129
GM0385,Edam-Volendam,PVV (Partij voor de Vrijheid),2241
GM0385,Edam-Volendam,Partij van de Arbeid (P.v.d.A.),897
GM0385,Edam-Volendam,Partij voor de Dieren,664
GM0385,Edam-Volendam,Piratenpartij,49
GM0385,Edam-Volendam,SP (Socialistische Partij),325
GM0385,Edam-Volendam,VVD,1807
GM0385,Edam-Volendam,Volt,315
GM0388,Enkhuizen,50PLUS,239
GM0388,Enkhuizen,"AWP voor water, klimaat en natuur",49
GM0388,Enkhuizen,BBB,1575
GM0388,Enkhuizen,Belang van Nederland (BVNL),94
GM0388,Enkhuizen,CDA,475
GM0388,Enkhuizen,CODE ORANJE,58
GM0388,Enkhuizen,ChristenUnie,263
GM0388,Enkhuizen,D66,422
GM0388,Enkhuizen,DENK,24
GM0388,Enkhuizen,Forum voor Democratie,349
GM0388,Enkhuizen,GROENLINKS,564
GM0388,Enkhuizen,JA21,493
GM0388,Enkhuizen,JEZUS LEEFT,15
GM0388,Enkhuizen,Namens Noord-Hollanders.,14
GM0388,Enkhuizen,Nederland met een PLAN (S.V.P.),31
GM0388,Enkhuizen,Onafhankelijke Politiek-NH OPNH,77
GM0388,Enkhuizen,PVV (Partij voor de Vrijheid),467
GM0388,Enkhuizen,Partij van de Arbeid (P.v.d.A.),771
GM0388,Enkhuizen,Partij voor de Dieren,467
GM0388,Enkhuizen,Piratenpartij,112
GM0388,Enkhuizen,SP (Socialistische Partij),545
GM0388,Enkhuizen,VVD,880
GM0388,Enkhuizen,Volt,218
GM0392,Haarlem,50PLUS,1977
GM0392,Haarlem,"AWP voor water, klimaat en natuur",585
GM0392,Haarlem,BBB,5473
GM0392,Haarlem,Belang van Nederland (BVNL),695
GM0392,Haarlem,CDA,2085
GM0392,Haarlem,CODE ORANJE,263
GM0392,Haarlem,ChristenUnie,1273
GM0392,Haarlem,D66,6336
GM0392,Haarlem,DENK,694
GM0392,Haarlem,Forum voor Democratie,2033
GM0392,Haarlem,GROENLINKS,10751
GM0392,Haarlem,JA21,2628
GM0392,Haarlem,Namens Noord-Hollanders.,141
GM0392,Haarlem,Nederland met een PLAN (S.V.P.),149
GM0392,Haarlem,Onafhankelijke Politiek-NH OPNH,521
GM0392,Haarlem,PVV (Partij voor de Vrijheid),2386
GM0392,Haarlem,Partij van de Arbeid (P.v.d.A.),9042
GM0392,Haarlem,Partij voor de Dieren,6728
GM0392,Haarlem,Piratenpartij,381
GM0392,Haarlem,SP (Socialistische Partij),2566
GM0392,Haarlem,VVD,7172
GM0392,Haarlem,Volt,4548
GM0394,Haarlemmermeer,50PLUS,3080
GM0394,Haarlemmermeer,"AWP voor water, klimaat en natuur",497
GM0394,Haarlemmermeer,BBB,9773
GM0394,Haarlemmermeer,Belang van Nederland (BVNL),960
GM0394,Haarlemmermeer,CDA,3277
GM0394,Haarlemmermeer,CODE ORANJE,292
GM0394,Haarlemmermeer,ChristenUnie,2233
GM0394,Haarlemmermeer,D66,3618
GM0394,Haarlemmermeer,DENK,496
GM0394,Haarlemmermeer,Forum voor Democratie,2592
GM0394,Haarlemmermeer,GROENLINKS,4825
GM0394,Haarlemmermeer,JA21,5301
GM0394,Haarlemmermeer,Namens Noord-Hollanders.,183
GM0394,Haarlemmermeer,Nederland met een PLAN (S.V.P.),239
GM0394,Haarlemmermeer,Onafhankelijke Politiek-NH OPNH,550
GM0394,Haarlemmermeer,PVV (Partij voor de Vrijheid),3984
GM0394,Haarlemmermeer,Partij van de Arbeid (P.v.d.A.),5507
GM0394,Haarlemmermeer,Partij voor de Dieren,2768
GM0394,Haarlemmermeer,Piratenpartij,287
GM0394,Haarlemmermeer,SP (Socialistische Partij),1581
GM0394,Haarlemmermeer,VVD,10301
GM0394,Haarlemmermeer,Volt,1862
GM0396,Heemskerk,50PLUS,923
GM0396,Heemskerk,"AWP voor water, klimaat en natuur",163
GM0396,Heemskerk,BBB,2727
GM0396,Heemskerk,Belang van Nederland (BVNL),216
GM0396,Heemskerk,CDA,1021
GM0396,Heemskerk,CODE ORANJE,124
GM0396,Heemskerk,ChristenUnie,345
GM0396,Heemskerk,D66,886
GM0396,Heemskerk,DENK,157
GM0396,Heemskerk,Forum voor Democratie,760
GM0396,Heemskerk,GROENLINKS,1468
GM0396,Heemskerk,JA21,1097
GM0396,Heemskerk,Namens Noord-Hollanders.,51
GM0396,Heemskerk,Nederland met een PLAN (S.V.P.),82
GM0396,Heemskerk,Onafhankelijke Politiek-NH OPNH,221
GM0396,Heemskerk,PVV (Partij voor de Vrijheid),1181
GM0396,Heemskerk,Partij van de Arbeid (P.v.d.A.),1614
GM0396,Heemskerk,Partij voor de Dieren,828
GM0396,Heemskerk,Piratenpartij,103
GM0396,Heemskerk,SP (Socialistische Partij),657
GM0396,Heemskerk,VVD,2325
GM0396,Heemskerk,Volt,478
GM0397,Heemstede,50PLUS,350
GM0397,Heemstede,"AWP voor water, klimaat en natuur",124
GM0397,Heemstede,BBB,1043
GM0397,Heemstede,Belang van Nederland (BVNL),111
GM0397,Heemstede,CDA,705
GM0397,Heemstede,CODE ORANJE,29
GM0397,Heemstede,ChristenUnie,276
GM0397,Heemstede,D66,1900
GM0397,Heemstede,DENK,18
GM0397,Heemstede,Forum voor Democratie,344
GM0397,Heemstede,GROENLINKS,1586
GM0397,Heemstede,JA21,700
GM0397,Heemstede,Namens Noord-Hollanders.,29
GM0397,Heemstede,Nederland met een PLAN (S.V.P.),21
GM0397,Heemstede,Onafhankelijke Politiek-NH OPNH,84
GM0397,Heemstede,PVV (Partij voor de Vrijheid),339
GM0397,Heemstede,Partij van de Arbeid (P.v.d.A.),1239
GM0397,Heemstede,Partij voor de Dieren,893
GM0397,Heemstede,Piratenpartij,24
GM0397,Heemstede,SP (Socialistische Partij),269
GM0397,Heemstede,VVD,3291
GM0397,Heemstede,Volt,851
GM0399,Heiloo,50PLUS,357
GM0399,Heiloo,"AWP voor water, klimaat en natuur",121
GM0399,Heiloo,BBB,1525
GM0399,Heiloo,Belang van Nederland (BVNL),135
GM0399,Heiloo,CDA,826
GM0399,Heiloo,CODE ORANJE,45
GM0399,Heiloo,ChristenUnie,229
GM0399,Heiloo,D66,1121
GM0399,Heiloo,DENK,28
GM0399,Heiloo,Forum voor Democratie,409
GM0399,Heiloo,GROENLINKS,1314
GM0399,Heiloo,JA21,801
GM0399,Heiloo,JEZUS LEEFT,16
GM0399,Heiloo,Namens Noord-Hollanders.,39
GM0399,Heiloo,Nederland met een PLAN (S.V.P.),35
GM0399,Heiloo,Onafhankelijke Politiek-NH OPNH,201
GM0399,Heiloo,PVV (Partij voor de Vrijheid),463
GM0399,Heiloo,Partij van de Arbeid (P.v.d.A.),1536
GM0399,Heiloo,Partij voor de Dieren,1053
GM0399,Heiloo,Piratenpartij,62
GM0399,Heiloo,SP (Socialistische Partij),376
GM0399,Heiloo,VVD,2255
GM0399,Heiloo,Volt,462
GM0400,Den Helder,50PLUS,888
GM0400,Den Helder,"AWP voor water, klimaat en natuur",104
GM0400,Den Helder,BBB,4879
GM0400,Den Helder,Belang van Nederland (BVNL),307
GM0400,Den Helder,CDA,1324
GM0400,Den Helder,CODE ORANJE,167
GM0400,Den Helder,ChristenUnie,785
GM0400,Den Helder,D66,789
GM0400,Den Helder,DENK,47
GM0400,Den Helder,Forum voor Democratie,1101
GM0400,Den Helder,GROENLINKS,1097
GM0400,Den Helder,JA21,1268
GM0400,Den Helder,JEZUS LEEFT,62
GM0400,Den Helder,Namens Noord-Hollanders.,33
GM0400,Den Helder,Nederland met een PLAN (S.V.P.),58
GM0400,Den Helder,Onafhankelijke Politiek-NH OPNH,182
GM0400,Den Helder,PVV (Partij voor de Vrijheid),1793
GM0400,Den Helder,Partij van de Arbeid (P.v.d.A.),1526
GM0400,Den Helder,Partij voor de Dieren,799
GM0400,Den Helder,Piratenpartij,119
GM0400,Den Helder,SP (Socialistische Partij),775
GM0400,Den Helder,VVD,2638
GM0400,Den Helder,Volt,281
GM0402,Hilversum,50PLUS,1205
GM0402,Hilversum,"AWP voor water, klimaat en natuur",361
GM0402,Hilversum,BBB,3986
GM0402,Hilversum,Belang van Nederland (BVNL),381
GM0402,Hilversum,CDA,1526
GM0402,Hilversum,CODE ORANJE,148
GM0402,Hilversum,ChristenUnie,1281
GM0402,Hilversum,D66,4117
GM0402,Hilversum,DENK,325
GM0402,Hilversum,Forum voor Democratie,1210
GM0402,Hilversum,GROENLINKS,4945
GM0402,Hilversum,JA21,1730
GM0402,Hilversum,Namens Noord-Hollanders.,58
GM0402,Hilversum,Nederland met een PLAN (S.V.P.),103
GM0402,Hilversum,Onafhankelijke Politiek-NH OPNH,339
GM0402,Hilversum,PVV (Partij voor de Vrijheid),1533
GM0402,Hilversum,Partij van de Arbeid (P.v.d.A.),3844
GM0402,Hilversum,Partij voor de Dieren,3005
GM0402,Hilversum,Piratenpartij,188
GM0402,Hilversum,SP (Socialistische Partij),1289
GM0402,Hilversum,VVD,5263
GM0402,Hilversum,Volt,1893
GM0405,Hoorn,50PLUS,1202
GM0405,Hoorn,"AWP voor water, klimaat en natuur",221
GM0405,Hoorn,BBB,5010
GM0405,Hoorn,Belang van Nederland (BVNL),406
GM0405,Hoorn,CDA,1309
GM0405,Hoorn,CODE ORANJE,226
GM0405,Hoorn,ChristenUnie,566
GM0405,Hoorn,D66,1783
GM0405,Hoorn,DENK,194
GM0405,Hoorn,Forum voor Democratie,1262
GM0405,Hoorn,GROENLINKS,2860
GM0405,Hoorn,JA21,1720
GM0405,Hoorn,JEZUS LEEFT,41
GM0405,Hoorn,Namens Noord-Hollanders.,54
GM0405,Hoorn,Nederland met een PLAN (S.V.P.),131
GM0405,Hoorn,Onafhankelijke Politiek-NH OPNH,532
GM0405,Hoorn,PVV (Partij voor de Vrijheid),1668
GM0405,Hoorn,Partij van de Arbeid (P.v.d.A.),3019
GM0405,Hoorn,Partij voor de Dieren,1750
GM0405,Hoorn,Piratenpartij,212
GM0405,Hoorn,SP (Socialistische Partij),1066
GM0405,Hoorn,VVD,3797
GM0405,Hoorn,Volt,977
GM0406,Huizen,50PLUS,621
GM0406,Huizen,"AWP voor water, klimaat en natuur",170
GM0406,Huizen,BBB,2697
GM0406,Huizen,Belang van Nederland (BVNL),197
GM0406,Huizen,CDA,1457
GM0406,Huizen,CODE ORANJE,83
GM0406,Huizen,ChristenUnie,1494
GM0406,Huizen,D66,1280
GM0406,Huizen,DENK,108
GM0406,Huizen,Forum voor Democratie,712
GM0406,Huizen,GROENLINKS,1432
GM0406,Huizen,JA21,1419
GM0406,Huizen,Namens Noord-Hollanders.,77
GM0406,Huizen,Nederland met een PLAN (S.V.P.),36
GM0406,Huizen,Onafhankelijke Politiek-NH OPNH,145
GM0406,Huizen,PVV (Partij voor de Vrijheid),973
GM0406,Huizen,Partij van de Arbeid (P.v.d.A.),1462
GM0406,Huizen,Partij voor de Dieren,899
GM0406,Huizen,Piratenpartij,68
GM0406,Huizen,SP (Socialistische Partij),484
GM0406,Huizen,VVD,3024
GM0406,Huizen,Volt,584
GM0415,Landsmeer,50PLUS,188
GM0415,Landsmeer,"AWP voor water, klimaat en natuur",29
GM0415,Landsmeer,BBB,893
GM0415,Landsmeer,Belang van Nederland (BVNL),70
GM0415,Landsmeer,CDA,152
GM0415,Landsmeer,CODE ORANJE,18
GM0415,Landsmeer,ChristenUnie,81
GM0415,Landsmeer,D66,428
GM0415,Landsmeer,DENK,22
GM0415,Landsmeer,Forum voor Democratie,175
GM0415,Landsmeer,GROENLINKS,566
GM0415,Landsmeer,JA21,339
GM0415,Landsmeer,JEZUS LEEFT,6
GM0415,Landsmeer,Namens Noord-Hollanders.,13
GM0415,Landsmeer,Nederland met een PLAN (S.V.P.),18
GM0415,Landsmeer,Onafhankelijke Politiek-NH OPNH,48
GM0415,Landsmeer,PVV (Partij voor de Vrijheid),344
GM0415,Landsmeer,Partij van de Arbeid (P.v.d.A.),637
GM0415,Landsmeer,Partij voor de Dieren,370
GM0415,Landsmeer,Piratenpartij,27
GM0415,Landsmeer,SP (Socialistische Partij),272
GM0415,Landsmeer,VVD,808
GM0415,Landsmeer,Volt,198
GM0417,Laren,50PLUS,109
GM0417,Laren,"AWP voor water, klimaat en natuur",35
GM0417,Laren,BBB,626
GM0417,Laren,Belang van Nederland (BVNL),68
GM0417,Laren,CDA,314
GM0417,Laren,CODE ORANJE,9
GM0417,Laren,ChristenUnie,100
GM0417,Laren,D66,533
GM0417,Laren,DENK,8
GM0417,Laren,Forum voor Democratie,233
GM0417,Laren,GROENLINKS,330
GM0417,Laren,JA21,448
GM0417,Laren,Namens Noord-Hollanders.,10
GM0417,Laren,Nederland met een PLAN (S.V.P.),11
GM0417,Laren,Onafhankelijke Politiek-NH OPNH,26
GM0417,Laren,PVV (Partij voor de Vrijheid),178
GM0417,Laren,Partij van de Arbeid (P.v.d.A.),313
GM0417,Laren,Partij voor de Dieren,309
GM0417,Laren,Piratenpartij,11
GM0417,Laren,SP (Socialistische Partij),90
GM0417,Laren,VVD,1915
GM0417,Laren,Volt,246
GM0420,Medemblik,50PLUS,826
GM0420,Medemblik,"AWP voor water, klimaat en natuur",109
GM0420,Medemblik,BBB,6146
GM0420,Medemblik,Belang van Nederland (BVNL),263
GM0420,Medemblik,CDA,1625
GM0420,Medemblik,CODE ORANJE,119
GM0420,Medemblik,ChristenUnie,632
GM0420,Medemblik,D66,885
GM0420,Medemblik,DENK,43
GM0420,Medemblik,Forum voor Democratie,859
GM0420,Medemblik,GROENLINKS,1035
GM0420,Medemblik,JA21,1310
GM0420,Medemblik,JEZUS LEEFT,55
GM0420,Medemblik,Namens Noord-Hollanders.,37
GM0420,Medemblik,Nederland met een PLAN (S.V.P.),62
GM0420,Medemblik,Onafhankelijke Politiek-NH OPNH,275
GM0420,Medemblik,PVV (Partij voor de Vrijheid),1112
GM0420,Medemblik,Partij van de Arbeid (P.v.d.A.),1286
GM0420,Medemblik,Partij voor de Dieren,770
GM0420,Medemblik,Piratenpartij,92
GM0420,Medemblik,SP (Socialistische Partij),612
GM0420,Medemblik,VVD,2897
GM0420,Medemblik,Volt,402
GM0431,Oostzaan,50PLUS,147
GM0431,Oostzaan,"AWP voor water, klimaat en natuur",34
GM0431,Oostzaan,BBB,910
GM0431,Oostzaan,Belang van Nederland (BVNL),94
GM0431,Oostzaan,CDA,122
GM0431,Oostzaan,CODE ORANJE,31
GM0431,Oostzaan,ChristenUnie,101
GM0431,Oostzaan,D66,222
GM0431,Oostzaan,DENK,18
GM0431,Oostzaan,Forum voor Democratie,194
GM0431,Oostzaan,GROENLINKS,368
GM0431,Oostzaan,JA21,400
GM0431,Oostzaan,JEZUS LEEFT,10
GM0431,Oostzaan,Namens Noord-Hollanders.,9
GM0431,Oostzaan,Nederland met een PLAN (S.V.P.),20
GM0431,Oostzaan,Onafhankelijke Politiek-NH OPNH,44
GM0431,Oostzaan,PVV (Partij voor de Vrijheid),352
GM0431,Oostzaan,Partij van de Arbeid (P.v.d.A.),442
GM0431,Oostzaan,Partij voor de Dieren,362
GM0431,Oostzaan,Piratenpartij,23
GM0431,Oostzaan,SP (Socialistische Partij),164
GM0431,Oostzaan,VVD,641
GM0431,Oostzaan,Volt,85
GM0432,Opmeer,50PLUS,198
GM0432,Opmeer,"AWP voor water, klimaat en natuur",41
GM0432,Opmeer,BBB,2037
GM0432,Opmeer,Belang van Nederland (BVNL),92
GM0432,Opmeer,CDA,574
GM0432,Opmeer,CODE ORANJE,69
GM0432,Opmeer,ChristenUnie,62
GM0432,Opmeer,D66,190
GM0432,Opmeer,DENK,16
GM0432,Opmeer,Forum voor Democratie,252
GM0432,Opmeer,GROENLINKS,235
GM0432,Opmeer,JA21,349
GM0432,Opmeer,JEZUS LEEFT,12
GM0432,Opmeer,Namens Noord-Hollanders.,14
GM0432,Opmeer,Nederland met een PLAN (S.V.P.),16
GM0432,Opmeer,Onafhankelijke Politiek-NH OPNH,92
GM0432,Opmeer,PVV (Partij voor de Vrijheid),266
GM0432,Opmeer,Partij van de Arbeid (P.v.d.A.),354
GM0432,Opmeer,Partij voor de Dieren,182
GM0432,Opmeer,Piratenpartij,16
GM0432,Opmeer,SP (Socialistische Partij),146
GM0432,Opmeer,VVD,746
GM0432,Opmeer,Volt,121
GM0437,Ouder-Amstel,50PLUS,169
GM0437,Ouder-Amstel,"AWP voor water, klimaat en natuur",61
GM0437,Ouder-Amstel,BBB,992
GM0437,Ouder-Amstel,Belang van Nederland (BVNL),60
GM0437,Ouder-Amstel,CDA,280
GM0437,Ouder-Amstel,CODE ORANJE,10
GM0437,Ouder-Amstel,ChristenUnie,164
GM0437,Ouder-Amstel,D66,707
GM0437,Ouder-Amstel,DENK,31
GM0437,Ouder-Amstel,Forum voor Democratie,178
GM0437,Ouder-Amstel,GROENLINKS,866
GM0437,Ouder-Amstel,JA21,320
GM0437,Ouder-Amstel,Namens Noord-Hollanders.,10
GM0437,Ouder-Amstel,Nederland met een PLAN (S.V.P.),16
GM0437,Ouder-Amstel,Onafhankelijke Politiek-NH OPNH,48
GM0437,Ouder-Amstel,PVV (Partij voor de Vrijheid),208
GM0437,Ouder-Amstel,Partij van de Arbeid (P.v.d.A.),750
GM0437,Ouder-Amstel,Partij voor de Dieren,413
GM0437,Ouder-Amstel,Piratenpartij,12
GM0437,Ouder-Amstel,SP (Socialistische Partij),143
GM0437,Ouder-Amstel,VVD,1018
GM0437,Ouder-Amstel,Volt,317
GM0439,Purmerend,50PLUS,1571
GM0439,Purmerend,"AWP voor water, klimaat en natuur",370
GM0439,Purmerend,BBB,7486
GM0439,Purmerend,Belang van Nederland (BVNL),430
GM0439,Purmerend,CDA,1227
GM0439,Purmerend,CODE ORANJE,212
GM0439,Purmerend,ChristenUnie,485
GM0439,Purmerend,D66,1635
GM0439,Purmerend,DENK,288
GM0439,Purmerend,Forum voor Democratie,1613
GM0439,Purmerend,GROENLINKS,2635
GM0439,Purmerend,JA21,2914
GM0439,Purmerend,JEZUS LEEFT,78
GM0439,Purmerend,Namens Noord-Hollanders.,92
GM0439,Purmerend,Nederland met een PLAN (S.V.P.),153
GM0439,Purmerend,Onafhankelijke Politiek-NH OPNH,418
GM0439,Purmerend,PVV (Partij voor de Vrijheid),3615
GM0439,Purmerend,Partij van de Arbeid (P.v.d.A.),3775
GM0439,Purmerend,Partij voor de Dieren,1814
GM0439,Purmerend,Piratenpartij,210
GM0439,Purmerend,SP (Socialistische Partij),1287
GM0439,Purmerend,VVD,4758
GM0439,Purmerend,Volt,882
GM0441,Schagen,50PLUS,1021
GM0441,Schagen,"AWP voor water, klimaat en natuur",146
GM0441,Schagen,BBB,6035
GM0441,Schagen,Belang van Nederland (BVNL),284
GM0441,Schagen,CDA,1649
GM0441,Schagen,CODE ORANJE,118
GM0441,Schagen,ChristenUnie,265
GM0441,Schagen,D66,1029
GM0441,Schagen,DENK,47
GM0441,Schagen,Forum voor Democratie,904
GM0441,Schagen,GROENLINKS,1359
GM0441,Schagen,JA21,1229
GM0441,Schagen,JEZUS LEEFT,26
GM0441,Schagen,Namens Noord-Hollanders.,49
GM0441,Schagen,Nederland met een PLAN (S.V.P.),71
GM0441,Schagen,Onafhankelijke Politiek-NH OPNH,313
GM0441,Schagen,PVV (Partij voor de Vrijheid),973
GM0441,Schagen,Partij van de Arbeid (P.v.d.A.),2218
GM0441,Schagen,Partij voor de Dieren,919
GM0441,Schagen,Piratenpartij,105
GM0441,Schagen,SP (Socialistische Partij),889
GM0441,Schagen,VVD,3189
GM0441,Schagen,Volt,432
GM0448,Texel,50PLUS,101
GM0448,Texel,"AWP voor water, klimaat en natuur",25
GM0448,Texel,BBB,2627
GM0448,Texel,Belang van Nederland (BVNL),56
GM0448,Texel,CDA,293
GM0448,Texel,CODE ORANJE,18
GM0448,Texel,ChristenUnie,157
GM0448,Texel,D66,250
GM0448,Texel,DENK,5
GM0448,Texel,Forum voor Democratie,264
GM0448,Texel,GROENLINKS,940
GM0448,Texel,JA21,381
GM0448,Texel,JEZUS LEEFT,10
GM0448,Texel,Namens Noord-Hollanders.,11
GM0448,Texel,Nederland met een PLAN (S.V.P.),20
GM0448,Texel,Onafhankelijke Politiek-NH OPNH,34
GM0448,Texel,PVV (Partij voor de Vrijheid),241
GM0448,Texel,Partij van de Arbeid (P.v.d.A.),581
GM0448,Texel,Partij voor de Dieren,376
GM0448,Texel,Piratenpartij,50
GM0448,Texel,SP (Socialistische Partij),374
GM0448,Texel,VVD,890
GM0448,Texel,Volt,127
GM0450,Uitgeest,50PLUS,290
GM0450,Uitgeest,"AWP voor water, klimaat en natuur",104
GM0450,Uitgeest,BBB,1237
GM0450,Uitgeest,Belang van Nederland (BVNL),97
GM0450,Uitgeest,CDA,422
GM0450,Uitgeest,CODE ORANJE,34
GM0450,Uitgeest,ChristenUnie,104
GM0450,Uitgeest,D66,376
GM0450,Uitgeest,DENK,19
GM0450,Uitgeest,Forum voor Democratie,208
GM0450,Uitgeest,GROENLINKS,540
GM0450,Uitgeest,JA21,473
GM0450,Uitgeest,JEZUS LEEFT,12
GM0450,Uitgeest,Namens Noord-Hollanders.,15
GM0450,Uitgeest,Nederland met een PLAN (S.V.P.),26
GM0450,Uitgeest,Onafhankelijke Politiek-NH OPNH,189
GM0450,Uitgeest,PVV (Partij voor de Vrijheid),334
GM0450,Uitgeest,Partij van de Arbeid (P.v.d.A.),674
GM0450,Uitgeest,Partij voor de Dieren,357
GM0450,Uitgeest,Piratenpartij,33
GM0450,Uitgeest,SP (Socialistische Partij),225
GM0450,Uitgeest,VVD,972
GM0450,Uitgeest,Volt,189
GM0451,Uithoorn,50PLUS,428
GM0451,Uithoorn,"AWP voor water, klimaat en natuur",116
GM0451,Uithoorn,BBB,2249
GM0451,Uithoorn,Belang van Nederland (BVNL),197
GM0451,Uithoorn,CDA,566
GM0451,Uithoorn,CODE ORANJE,67
GM0451,Uithoorn,ChristenUnie,284
GM0451,Uithoorn,D66,702
GM0451,Uithoorn,DENK,65
GM0451,Uithoorn,Forum voor Democratie,535
GM0451,Uithoorn,GROENLINKS,896
GM0451,Uithoorn,JA21,937
GM0451,Uithoorn,Namens Noord-Hollanders.,25
GM0451,Uithoorn,Nederland met een PLAN (S.V.P.),46
GM0451,Uithoorn,Onafhankelijke Politiek-NH OPNH,186
GM0451,Uithoorn,PVV (Partij voor de Vrijheid),724
GM0451,Uithoorn,Partij van de Arbeid (P.v.d.A.),1240
GM0451,Uithoorn,Partij voor de Dieren,698
GM0451,Uithoorn,Piratenpartij,55
GM0451,Uithoorn,SP (Socialistische Partij),365
GM0451,Uithoorn,VVD,2234
GM0451,Uithoorn,Volt,413
GM0453,Velsen,50PLUS,1404
GM0453,Velsen,"AWP voor water, klimaat en natuur",273
GM0453,Velsen,BBB,4605
GM0453,Velsen,Belang van Nederland (BVNL),347
GM0453,Velsen,CDA,1202
GM0453,Velsen,CODE ORANJE,159
GM0453,Velsen,ChristenUnie,821
GM0453,Velsen,D66,1753
GM0453,Velsen,DENK,246
GM0453,Velsen,Forum voor Democratie,1451
GM0453,Velsen,GROENLINKS,2452
GM0453,Velsen,JA21,2114
GM0453,Velsen,Namens Noord-Hollanders.,74
GM0453,Velsen,Nederland met een PLAN (S.V.P.),96
GM0453,Velsen,Onafhankelijke Politiek-NH OPNH,300
GM0453,Velsen,PVV (Partij voor de Vrijheid),2556
GM0453,Velsen,Partij van de Arbeid (P.v.d.A.),2897
GM0453,Velsen,Partij voor de Dieren,1607
GM0453,Velsen,Piratenpartij,161
GM0453,Velsen,SP (Socialistische Partij),904
GM0453,Velsen,VVD,3756
GM0453,Velsen,Volt,861
GM0457,Weesp,50PLUS,330
GM0457,Weesp,"AWP voor water, klimaat en natuur",93
GM0457,Weesp,BBB,1310
GM0457,Weesp,Belang van Nederland (BVNL),101
GM0457,Weesp,CDA,407
GM0457,Weesp,CODE ORANJE,45
